MIDAS,year,summer_secchi,summer_secchi_median,bottom_hit_rate,valid_bottom_flag_rate,n_stations,n_station_years,n_summer_dates,n_readings,seasonally_adjusted_secchi,seasonally_adjusted_secchi_median,all_year_bottom_hit_rate,all_year_n_stations,all_year_n_station_years,all_year_n_dates,all_year_n_readings
c0007,2024,3.842857142857143,3.925,0.0,1.0,2,2,13,13,3.905409378631375,4.06975832471252,0.0,2,2,15,16
c0009,1981,3.1,3.1,0.0,1.0,1,1,1,1,2.554631694065418,2.554631694065418,0.0,1,1,2,2
c0009,1996,5.4,5.4,0.0,1.0,1,1,1,1,5.349530900423174,5.349530900423174,0.0,1,1,1,1
c0009,2001,4.75,4.75,0.0,1.0,1,1,1,1,4.699530900423174,4.699530900423174,0.0,1,1,1,1
c0012,1974,5.21,5.050000000000001,0.0,1.0,1,1,10,10,5.125344990046618,4.999530900423174,0.0,1,1,12,12
c0012,1975,6.422222222222222,6.6,0.0,1.0,1,1,9,9,6.3579870527240665,6.549530900423173,0.0,1,1,13,13
c0012,1976,5.844444444444445,5.9,0.0,1.0,1,1,9,9,5.883870189313777,5.8694992111358575,0.0,1,1,13,13
c0012,1978,7.066666666666666,6.6,0.0,1.0,1,1,3,3,6.689360260034307,6.559515055779515,0.0,1,1,4,4
c0012,1981,7.125,7.15,0.0,1.0,1,1,8,8,6.781633850658143,6.9697583247125205,0.0,1,1,10,10
c0012,1982,6.626666666666667,6.7,0.0,1.0,1,1,15,15,6.455732508987838,6.46891171744234,0.0,1,1,21,22
c0012,1983,5.32,5.3,0.0,1.0,1,1,10,10,5.456614597332379,5.449530900423174,0.0,1,1,13,13
c0012,1984,5.533333333333333,5.3,0.0,1.0,1,1,9,9,5.563487966017955,5.529742480068862,0.0,1,1,12,12
c0012,1985,5.983333333333333,6.15,0.0,1.0,1,1,6,6,6.14293414570419,6.22381851978792,0.0,1,1,8,8
c0012,1986,5.9399999999999995,6.3,0.0,1.0,1,1,5,5,6.207939506595973,6.259515055779515,0.0,1,1,6,6
c0012,1987,5.85,5.9,0.0,1.0,1,1,4,4,5.844349756212139,5.949530900423174,0.0,1,1,7,7
c0012,1988,5.633333333333333,5.8,0.0,1.0,1,1,3,3,5.5830230792006725,5.51570288969688,0.0,1,1,5,5
c0012,1989,5.271428571428571,5.5,0.0,1.0,1,1,7,7,4.9804490586019545,5.259221308932757,0.0,1,1,10,10
c0012,1990,6.1,6.0,0.0,1.0,1,1,8,8,6.043782343488468,5.969205464289098,0.0,1,1,10,10
c0012,1991,6.311111111111111,6.3,0.0,1.0,1,1,9,9,6.0540505320350615,6.049530900423173,0.0,1,1,13,13
c0012,1993,7.0200000000000005,7.0,0.0,1.0,1,1,5,5,6.989706501997188,6.969499211135857,0.0,1,1,5,5
c0012,1994,6.133333333333333,5.8,0.0,1.0,1,1,3,3,5.984368182356135,5.759515055779515,0.0,1,1,4,4
c0012,1995,6.45,6.5,0.0,1.0,1,1,8,8,6.3237823434884675,6.309221308932757,0.0,1,1,10,10
c0012,1996,5.285714285714286,5.3,0.0,1.0,1,1,7,7,5.36387242956111,5.390984139439102,0.0,1,1,11,11
c0012,1997,6.477777777777778,6.3,0.0,1.0,1,1,9,9,6.346358224342753,5.989985749001867,0.0,1,1,13,13
c0012,1998,6.02,6.4399999999999995,0.0,1.0,1,1,4,4,6.060331904103555,6.3976621367432305,0.0,1,1,6,6
c0012,1999,7.675,7.8,0.0,1.0,1,1,4,8,7.263831635843094,7.390484944220484,0.0,1,1,6,12
c0012,2000,6.2225,5.92,0.0,1.0,1,1,4,4,6.123530258114795,5.727651290573974,0.0,1,1,5,5
c0012,2001,9.025,9.6,0.0,1.0,1,1,4,4,8.702550430191325,8.763575250854917,0.0,1,1,6,6
c0012,2002,8.2,8.2,0.0,1.0,1,1,6,6,8.203424454858267,8.240484944220483,0.0,1,1,6,6
c0012,2003,8.15,8.15,0.0,1.0,1,1,5,5,8.349772571668845,8.415484944220484,0.0,1,1,6,7
c0012,2004,7.866666666666666,7.8999999999999995,0.0,1.0,1,1,6,6,8.072775251043517,8.149530900423175,0.0,1,1,7,7
c0012,2005,7.533333333333334,7.4,0.0,1.0,1,1,6,6,7.526667197881842,7.370257519931139,0.0,1,1,6,6
c0012,2006,7.606249999999999,7.4,0.0,1.0,1,1,8,8,7.608810817233251,7.369758324712521,0.0,1,1,8,8
c0012,2007,8.0,7.9,0.0,1.0,1,1,7,8,7.9812230017117445,7.849530900423174,0.0,1,1,7,8
c0012,2008,7.066666666666666,7.2,0.0,1.0,1,1,6,6,7.063328583000622,7.179742480068862,0.0,1,1,6,6
c0012,2009,8.319999999999999,8.6,0.0,1.0,1,1,5,5,8.407939506595973,8.589985749001867,0.0,1,1,6,7
c0012,2010,8.491666666666667,8.7,0.0,1.0,1,1,6,7,8.458443959554423,8.649530900423175,0.0,1,1,7,8
c0012,2011,7.980000000000001,7.9,0.0,1.0,1,1,5,5,7.9740034876578365,7.889985749001867,0.0,1,1,5,5
c0012,2012,7.407500000000001,7.4,0.0,1.0,1,1,8,9,7.394875201195346,7.369758324712521,0.0,1,1,8,9
c0012,2013,7.288888888888888,7.2,0.0,1.0,1,1,9,9,7.290052476318653,7.189985749001867,0.0,1,1,9,9
c0012,2014,7.171428571428572,7.0,0.0,1.0,1,1,7,7,7.158430837222985,6.989985749001867,0.0,1,1,7,7
c0012,2015,7.85,7.55,0.0,1.0,1,1,8,8,7.85,7.5197583247125195,0.0,1,1,8,8
c0012,2016,9.316666666666666,9.1,0.0,1.0,1,1,6,7,9.306586108237507,9.140484944220486,0.0,1,1,6,7
c0012,2017,8.328571428571427,8.3,0.0,1.0,1,1,7,7,8.45203602486098,8.449530900423175,0.0,1,1,9,9
c0012,2018,8.175,8.07,0.0,1.0,1,1,8,8,8.106294766681861,7.890984139439102,0.0,1,1,9,9
c0012,2019,8.22,8.2,0.0,1.0,1,1,5,6,8.214003487657838,8.189985749001867,0.0,1,1,5,6
c0012,2020,8.799999999999999,8.85,0.0,1.0,1,1,6,6,8.810166929621381,8.869758324712521,0.0,1,1,6,6
c0012,2021,7.890000000000001,7.8,0.0,1.0,1,1,5,6,7.908196827887821,7.890984139439102,0.0,1,1,5,6
c0012,2022,8.46875,8.75,0.0,1.0,1,1,8,9,8.46875,8.719499211135858,0.0,1,1,8,9
c0012,2023,6.7457142857142856,7.0,0.0,1.0,1,1,7,7,6.735958192696513,6.874317715006537,0.0,1,1,8,8
c0012,2024,7.417727272727273,7.4,0.0,1.0,1,1,11,16,7.4021367279990615,7.389985749001867,0.0,1,1,11,16
c0019,1980,3.9,4.0,0.0,1.0,1,1,3,3,4.180653220497566,3.9899857490018666,0.0,1,1,5,5
c0034,2000,2.1500000000000004,2.1500000000000004,0.5,1.0,1,1,2,2,2.1702575199311376,2.1702575199311376,0.5,1,1,2,2
c0035,1988,1.8666666666666665,1.95,0.0,1.0,1,1,12,12,1.8904943001560393,1.8899857490018666,0.0,1,1,15,15
c0035,1991,1.7,1.7,0.0,1.0,1,1,1,1,1.6495309004231737,1.6495309004231737,0.0,1,1,1,1
c0035,1995,1.92,1.9,0.0,1.0,1,1,5,5,2.0871697187837963,2.0909841394391018,0.0,1,1,9,9
c0035,1998,1.6382352941176472,1.7000000000000002,0.0,1.0,1,1,17,34,1.798840808850179,1.7399857490018666,0.0,1,1,26,52
c0035,1999,1.7671428571428571,1.9100000000000001,0.0,1.0,1,1,7,15,1.886696973228282,1.9122424800688622,0.0,1,1,10,21
c0035,2000,1.895,1.875,0.0,1.0,1,1,8,8,2.070317113837183,1.9654849442204845,0.0,1,1,12,12
c0035,2001,1.489090909090909,1.48,0.0,1.0,1,1,11,11,1.5626222763092072,1.5909841394391022,0.0,1,1,14,14
c0035,2002,1.3327272727272728,1.5,0.0,1.0,1,1,11,11,1.35003424139531,1.5099857490018667,0.0,1,1,12,12
c0035,2003,1.5342857142857143,1.525,0.0,1.0,1,1,14,14,1.5319706235806774,1.5195309004231738,0.0,1,1,17,17
c0035,2004,1.5666666666666667,1.55,0.0,1.0,1,1,9,9,1.5679929435866011,1.6409841394391023,0.0,1,1,12,12
c0035,2005,1.6290909090909091,1.69,0.0,1.0,1,1,11,11,1.7012707888478396,1.6894992111358578,0.0,1,1,13,13
c0035,2006,1.7336363636363636,1.75,0.0,1.0,1,1,11,11,1.7415277177063924,1.7594992111358578,0.0,1,1,15,15
c0035,2007,2.119,2.135,0.0,1.0,1,1,10,10,2.1380680009539548,2.1297583247125202,0.0,1,1,12,12
c0035,2008,2.026,2.075,0.0,1.0,1,1,10,10,2.053716227428176,2.04475832471252,0.0,1,1,12,12
c0035,2009,1.968,1.9749999999999999,0.0,1.0,1,1,5,10,1.9255182247082474,1.9444992111358577,0.0,1,1,5,10
c0035,2010,1.7440000000000002,1.87,0.0,1.0,1,1,5,10,1.8665961360762964,1.8999857490018668,0.0,1,1,6,12
c0035,2011,2.0125,1.9825,0.0,1.0,1,1,4,8,2.017621634466502,2.01225832471252,0.0,1,1,4,8
c0035,2012,1.9675,1.8824999999999998,0.0,1.0,1,1,6,12,1.930429478757184,1.8522583247125204,0.0,1,1,6,12
c0035,2013,1.8872222222222221,1.92,0.0,1.0,1,1,9,16,1.8276727342418453,1.8595150557795157,0.0,1,1,10,18
c0035,2014,1.688125,1.6600000000000001,0.0,1.0,1,1,8,16,1.688125,1.6397424800688623,0.0,1,1,8,16
c0035,2015,1.52375,1.5074999999999998,0.0,1.0,1,1,8,16,1.5476568574935934,1.5959841394391021,0.0,1,1,9,18
c0035,2016,2.657857142857143,2.7,0.07142857142857142,1.0,1,1,7,14,2.6570833938918588,2.6960910954985735,0.0625,1,1,8,16
c0035,2017,1.977857142857143,2.01,0.0,1.0,1,1,7,15,1.964859408651557,1.9999857490018664,0.0,1,1,7,15
c0035,2018,2.370625,2.3775,0.0,1.0,1,1,8,15,2.2956531318729,2.4054849442204844,0.0,1,1,10,19
c0035,2019,1.6793749999999998,1.6625,0.0,1.0,1,1,8,16,1.6396563008016316,1.61975832471252,0.0,1,1,10,20
c0035,2020,1.9142857142857144,1.8050000000000002,0.0,1.0,1,1,7,14,1.9351787720335294,1.7545309004231737,0.0,1,1,9,18
c0035,2021,1.7277777777777779,1.48,0.0,1.0,1,1,9,18,1.8148635430013074,1.5072424800688622,0.0,1,1,10,20
c0035,2022,2.4608333333333334,2.4625000000000004,0.16666666666666666,1.0,1,1,6,12,2.503884957180169,2.4942213089327567,0.125,1,1,8,16
c0035,2023,1.3908333333333334,1.4024999999999999,0.0,1.0,1,1,6,12,1.3946347559848238,1.4042213089327569,0.0,1,1,8,16
c0035,2024,2.3345833333333332,2.335,0.375,1.0,1,1,4,9,2.3043416580458533,2.30475832471252,0.375,1,1,4,9
c0037,2015,3.3049999999999997,3.3049999999999997,0.0,1.0,1,1,2,3,3.2545309004231733,3.2545309004231733,0.0,1,1,2,3
c0037,2016,1.82,1.87,0.0,1.0,1,1,7,7,1.8507235941191165,1.8849479284407211,0.0,1,1,10,10
c0037,2017,2.88,2.88,0.0,1.0,1,1,1,1,2.8295309004231735,2.8295309004231735,0.0,1,1,1,1
c0037,2018,2.89375,2.8,0.0,1.0,1,1,8,8,2.971406793223514,2.8299857490018665,0.0,1,1,11,11
c0037,2019,1.6985714285714286,1.63,0.0,1.0,1,1,7,7,1.9064804693054245,1.9509841394391023,0.0,1,1,9,9
c0037,2020,2.32375,2.115,0.0,1.0,1,1,8,8,2.4322805931304874,2.2576512905739734,0.0,1,1,11,11
c0037,2021,2.38,2.55,0.0,1.0,1,1,5,5,2.1910460922886483,2.1995309004231736,0.0,1,1,7,7
c0037,2022,3.02,3.02,0.0,1.0,1,1,1,1,2.9695309004231736,2.9695309004231736,0.0,1,1,1,1
c0041,1981,1.4972222222222222,1.475,0.2222222222222222,1.0,2,2,15,15,1.5217377852317673,1.539213386610928,0.3076923076923077,2,2,21,21
c0041,1982,1.79375,1.825,0.625,1.0,2,2,16,16,1.8450431568598775,1.8404849442204845,0.6818181818181818,2,2,22,22
c0041,1983,1.7666666666666666,1.7,0.2222222222222222,1.0,1,1,9,9,1.9094327097821913,1.8694992111358577,0.3076923076923077,1,1,13,13
c0041,1984,1.822222222222222,1.8,0.0,1.0,1,1,9,9,1.90307109692737,1.8909841394391023,0.0,1,1,13,13
c0041,1985,1.6055555555555556,1.65,0.5555555555555556,1.0,2,2,10,10,1.6336584869949404,1.6145071334576868,0.5357142857142857,2,2,15,15
c0041,1986,1.8666666666666667,1.8,0.0,1.0,1,1,9,9,1.9187777042670562,1.8689117174423402,0.07692307692307693,1,1,13,13
c0041,1987,1.9625,2.0,0.0,1.0,1,1,8,8,2.0284887990970217,2.0592213089327567,0.0,1,1,12,12
c0041,1988,1.725,1.65,0.0,1.0,1,1,8,8,1.8931367158928154,1.7909841394391022,0.0,1,1,13,13
c0041,1989,1.8875,1.9,0.0,1.0,1,1,8,8,2.0906511185013246,2.0495309004231737,0.0,1,1,13,13
c0041,1990,2.0125,2.0,0.0,1.0,1,1,8,8,2.071093834669386,2.019205464289099,0.0,1,1,12,12
c0041,1991,1.788888888888889,1.7,0.0,1.0,1,1,9,9,1.8940480943975757,1.8899857490018666,0.0,1,1,13,13
c0041,1992,2.1125000000000003,2.1500000000000004,0.0,1.0,1,1,8,8,2.1951554657636883,2.1635752508549153,0.0,1,1,12,12
c0041,1993,1.8571428571428572,1.7,0.14285714285714285,1.0,1,1,7,7,2.0034398412892287,1.859221308932757,0.25,1,1,12,12
c0041,1994,1.6125,1.55,0.0,1.0,1,1,8,8,1.7735209397619436,1.6334743479976894,0.08333333333333333,1,1,12,12
c0041,1995,1.525,1.55,0.0,1.0,1,1,8,8,1.7214203492705555,1.5899857490018667,0.07692307692307693,1,1,13,13
c0041,1996,1.6444444444444446,1.6,0.0,1.0,1,1,9,9,1.770553991676317,1.7495309004231738,0.0,1,1,11,11
c0041,1997,1.521111111111111,1.55,0.05555555555555555,1.0,1,1,9,16,1.7893077290735555,1.7147583247125202,0.03571428571428571,1,1,14,23
c0041,1998,1.8814814814814815,1.9,0.05555555555555555,1.0,1,1,9,19,1.9972565443622328,1.9047424800688622,0.16666666666666666,1,1,12,25
c0041,1999,1.6949999999999998,1.65,0.0625,1.0,1,1,8,16,1.7644972723474788,1.7409841394391021,0.038461538461538464,1,1,13,26
c0041,2000,1.85,1.8,0.0,1.0,1,1,8,8,1.9985649362354807,1.9899857490018666,0.09090909090909091,1,1,11,11
c0041,2001,1.775,1.7000000000000002,0.125,1.0,1,1,8,8,1.8803831180536625,1.7899857490018667,0.09090909090909091,1,1,11,11
c0041,2003,2.1875,2.175,1.0,1.0,1,1,4,5,2.283782343488468,2.2495309004231734,1.0,1,1,5,6
c0041,2004,2.1,2.1,1.0,1.0,1,1,7,8,2.14379173661792,2.1694992111358578,1.0,1,1,9,10
c0041,2005,2.25,2.25,1.0,1.0,1,1,2,2,2.2399857490018666,2.2399857490018666,1.0,1,1,2,2
c0044,1997,4.983333333333333,4.75,0.0,1.0,1,1,3,3,4.9530052868536325,4.699530900423174,0.0,1,1,3,3
c0044,1998,4.71,4.76,0.0,1.0,1,1,7,8,4.690644818890232,4.709530900423173,0.0,1,1,9,10
c0044,1999,5.51,5.51,0.0,1.0,1,1,1,1,5.619317715006538,5.619317715006538,0.0,1,1,2,2
c0044,2000,4.786,4.82,0.0,1.0,1,1,5,5,4.80419682788782,4.839499211135857,0.0,1,1,5,5
c0044,2001,5.4225,5.335,0.0,1.0,1,1,4,4,5.432613712144673,5.375484944220484,0.0,1,1,4,4
c0044,2002,5.41,5.365,0.0,1.0,1,1,4,4,5.4151216344665025,5.405484944220484,0.0,1,1,4,4
c0044,2003,5.61,5.45,0.0,1.0,1,1,5,5,5.6281968278878205,5.419499211135857,0.0,1,1,5,5
c0044,2004,4.043333333333333,4.18,0.0,1.0,1,1,3,3,4.537353126576621,4.310257519931138,0.0,1,1,4,4
c0044,2005,4.655,4.73,0.0,1.0,1,1,4,4,4.720734541829793,4.820984139439101,0.0,1,1,4,4
c0044,2006,4.01,4.01,0.0,1.0,1,1,1,1,4.955849049151805,5.237651290573973,0.0,1,1,3,3
c0044,2007,5.203333333333333,4.96,0.0,1.0,1,1,3,3,5.40485312657662,5.424758324712521,0.0,1,1,4,4
c0044,2008,4.696666666666666,4.62,0.0,1.0,1,1,3,3,4.706833596288047,4.710984139439102,0.0,1,1,3,3
c0044,2009,4.775,4.775,0.0,1.0,1,1,2,2,4.679540393004981,4.7709841394391015,0.0,1,1,3,3
c0044,2010,4.82,4.82,0.0,1.0,1,1,2,2,5.15438322411432,5.123818519787919,0.0,1,1,4,4
c0044,2013,4.6899999999999995,4.6850000000000005,0.0,1.0,1,1,4,4,4.97812720421119,4.880984139439102,0.0,1,1,7,7
c0044,2014,5.46,5.46,0.0,1.0,1,1,1,1,5.4095309004231735,5.4095309004231735,0.0,1,1,1,1
c0048,1983,8.357142857142858,8.5,0.0,1.0,1,1,7,7,8.242059292373414,8.059221308932758,0.0,1,1,8,8
c0048,1984,7.125,7.0,0.0,1.0,1,1,8,8,7.145242472110242,6.979742480068862,0.0,1,1,8,8
c0048,1986,8.6,8.6,0.0,1.0,1,1,1,1,8.549530900423175,8.549530900423175,0.0,1,1,1,1
c0048,2009,6.108333333333333,6.14,0.0,1.0,1,1,6,7,6.202448035815957,6.309499211135857,0.0,1,1,7,9
c0048,2010,6.11875,6.0125,0.0,1.0,1,1,8,11,6.038527089186063,5.904742480068862,0.0,1,1,10,13
c0048,2011,6.06875,6.09,0.0,1.0,1,1,8,10,6.06875,6.100484944220485,0.0,1,1,8,10
c0048,2012,5.531000000000001,5.55,0.0,1.0,1,1,5,6,5.551612388655292,5.5399857490018665,0.0,1,1,7,8
c0048,2013,5.99625,5.9175,0.0,1.0,1,1,8,10,6.008874798804654,5.9052416752874795,0.0,1,1,8,10
c0048,2014,5.853571428571429,5.69,0.0,1.0,1,1,7,9,5.840573694365842,5.639530900423174,0.0,1,1,7,9
c0048,2015,6.083571428571429,6.075,0.0,1.0,1,1,7,11,6.087928684123448,6.064985749001867,0.0,1,1,7,11
c0048,2016,6.694285714285714,6.3,0.0,1.0,1,1,7,9,6.69473698608949,6.304742480068862,0.0,1,1,8,10
c0048,2017,6.49,6.35,0.0,1.0,1,1,8,14,6.49,6.370257519931138,0.0,1,1,8,14
c0048,2018,6.398571428571429,6.119999999999999,0.0,1.0,1,1,7,15,6.400002035856876,6.069530900423173,0.0,1,1,7,15
c0048,2019,6.593333333333334,6.6925,0.0,1.0,1,1,6,13,6.600085839977045,6.712757519931138,0.0,1,1,6,13
c0048,2020,7.4315,7.44,0.0,1.0,1,1,5,9,7.425399842227172,7.389985749001866,0.0,1,1,5,9
c0048,2021,7.8725,8.065,0.0,1.0,1,1,6,9,7.882580558429161,8.024515055779515,0.0,1,1,6,9
c0048,2022,7.55,7.6025,0.0,1.0,1,1,4,6,7.524750402390691,7.57225832471252,0.0,1,1,4,6
c0048,2023,5.44875,5.3625,0.0,1.0,1,1,4,5,5.413386690246018,5.3322583247125195,0.0,1,1,4,5
c0048,2024,5.88875,5.875,0.0,1.0,1,1,4,5,5.88875,5.895257519931137,0.0,1,1,4,5
c0050,1993,1.1,1.1,0.0,1.0,1,1,1,1,1.1909841394391023,1.1909841394391023,0.0,1,1,1,1
c0062,1996,5.7,5.7,0.0,1.0,1,1,1,1,5.649530900423174,5.649530900423174,0.0,1,1,1,1
c0070,1970,6.766666666666667,6.7,1.0,1.0,1,1,3,3,6.869731492110118,6.880241675287479,1.0,1,1,4,4
c0070,1971,6.9,6.9,0.0,1.0,1,1,1,1,6.639893882295423,6.849530900423174,0.4,1,1,5,5
c0070,1972,6.074999999999999,6.074999999999999,0.0,1.0,1,1,2,3,6.401974704535978,6.4253583135733825,0.25,1,1,4,5
c0070,1978,5.32,5.3,0.0,1.0,1,1,5,5,5.436589371103829,5.390984139439102,0.14285714285714285,1,1,7,7
c0070,1980,4.9,4.9,1.0,1.0,1,1,1,1,4.8694992111358575,4.8694992111358575,1.0,1,1,1,1
c0070,1981,4.066666666666667,3.7,0.6666666666666666,1.0,1,1,3,3,4.0700047503327115,3.6495309004231737,0.6666666666666666,1,1,3,3
c0070,1982,5.6571428571428575,5.7,0.0,1.0,1,1,7,7,5.878487160762987,5.989985749001867,0.1111111111111111,1,1,9,9
c0070,1983,5.233333333333333,5.3,0.0,1.0,1,1,15,15,5.251432831588555,5.269499211135857,0.0,1,1,23,23
c0070,1984,4.821052631578947,4.8,0.0,1.0,1,1,19,19,5.036728259643744,4.957651290573973,0.037037037037037035,1,1,27,27
c0070,1985,6.033333333333333,6.05,0.05555555555555555,1.0,1,1,18,18,5.998492789985302,5.999530900423173,0.03571428571428571,1,1,28,28
c0070,1986,5.584615384615384,5.5,0.0,1.0,1,1,13,13,5.768701011977043,5.61975832471252,0.0,1,1,18,18
c0070,1987,6.276470588235294,6.3,0.11764705882352941,1.0,1,1,17,17,6.034745461862917,6.2899857490018665,0.16,1,1,25,25
c0070,1988,6.705882352941177,7.0,0.4117647058823529,1.0,1,1,17,17,6.7768140728808,6.949530900423174,0.44,1,1,25,25
