MIDAS,SAMPDATE,SECCHI,SECCBOT,MTB,Depth,TMAX,TMIN,DOMAX,DOMIN,MLD,maxbf,ctr_buoy,epi_temp,hypo_temp,int_ener,schmidt,thermo,whole_temp,oxic_depth,frac_anoxic,TPEC,TPBG,CHLA
4608_1,2024-10-28,15.75,N,4608.1,45.7,11.7,5.6,12,10.6,14,0.001738415611,15.93240707,11.69676184,6.203111735,943739858.6,430.3918899,14.80274385,9.151864501,45.7,0,,,
5040_1,2024-10-28,5.62,N,5040.1,12.5,12.5,9.9,9.5,0.5,11,0.002525674701,11.4555791,12.49952672,9.934765596,327353580.1,0.3410632716,11.48810214,12.49319477,11.8,0.01694343212,,,
5254_1,2024-10-28,2.2,N,5254.1,7.9,12.1,11,9.6,9.1,9,0.0006180504089,6.978597278,12.03607542,,132983099.3,0.299967956,8.5,12.03607542,7.9,0,23,23,9.35
5254_1,2024-10-28,2.21,N,5254.1,7.9,12.1,11,9.6,9.1,9,0.0006180504089,6.978597278,12.03607542,,132983099.3,0.299967956,8.5,12.03607542,7.9,0,23,23,9.35
5254_3,2024-10-28,3.78,Y,5254.1,7.9,12.1,11,9.6,9.1,9,0.0006180504089,6.978597278,12.03607542,,132983099.3,0.299967956,8.5,12.03607542,7.9,0,23,23,9.35
5348_1,2024-10-28,7.04,Y,5348.1,8.2,,,,,,,,,,,,,,,,,,
5348_1,2024-10-28,7.07,Y,5348.1,8.2,,,,,,,,,,,,,,,,,,
5352_1,2024-10-28,4.13,N,5352.1,17.4,,,,,,,,,,,,,,,,,,
5352_1,2024-10-28,4.11,N,5352.1,17.4,,,,,,,,,,,,,,,,,,
3604_1,2024-10-27,4.36,N,3604.1,16.5,12.2,12.2,9.3,9.2,16.5,0,,12.2,,437917412.5,0,,12.2,16.5,0,,,
5372_1,2024-10-27,4.65,N,5372.1,10.4,18.2,9.1,18.9,0.3,,,,,,,,,,5.1,0.2910469365,,,
3292_1,2024-10-25,3.44,N,3292.1,13,10.6,9.2,9.6,6.9,12.5,0.0003500811715,6.202384769,10.5124213,9.702324576,163776917.9,2.414794954,5.493760461,10.38735339,12.5,0,,,
3292_1,2024-10-25,3.41,N,3292.1,13,10.6,9.2,9.6,6.9,12.5,0.0003500811715,6.202384769,10.5124213,9.702324576,163776917.9,2.414794954,5.493760461,10.38735339,12.5,0,,,
3958_1,2024-10-25,3.73,N,3958.1,17.1,9.7,7.8,9.8,8.6,17.1,0.0003406215626,6.284719075,9.342003546,8.098852877,260757830.4,10.55972036,7.476646688,9.023019684,17.1,0,,,
3958_1,2024-10-25,3.8,N,3958.1,17.1,9.7,7.8,9.8,8.6,17.1,0.0003406215626,6.284719075,9.342003546,8.098852877,260757830.4,10.55972036,7.476646688,9.023019684,17.1,0,,,
9961_1,2024-10-25,2.91,N,9961.1,12.2,,,,,,,,,,,,,,,,,,
9961_1,2024-10-25,2.71,N,9961.1,12.2,,,,,,,,,,,,,,,,,,
4222_1,2024-10-24,6.86,N,4222.1,18.3,11.9,6.5,10.3,0.6,11,0.001749501796,10.52298809,11.45965779,7.451262766,478325545.4,56.01374433,11.51926639,10.7354199,15.7,0.2618465982,,,
4452_1,2024-10-24,7.4,N,4452.1,11.9,12.6,12.5,10.4,10.3,12,0.0001186403203,5.5,12.57436199,,274475632.8,0.5838040158,,12.57436199,11.9,0,,,
4452_1,2024-10-24,7.5,N,4452.1,11.9,12.6,12.5,10.4,10.3,12,0.0001186403203,5.5,12.57436199,,274475632.8,0.5838040158,,12.57436199,11.9,0,,,
4086_1,2024-10-23,6.34,N,4086.1,11.6,11.3,9.2,10.3,8.4,11.6,0.0004408733045,4.278211535,10.99897072,9.607679955,203837337.2,7.428419202,4.455485515,10.58394466,11.6,0,,,
4622_1,2024-10-23,9.9,N,4622.1,34.4,14,8.7,9.7,6.1,16,0.00199259916,16.2350984,13.95869435,9.173360295,272676377.5,21.23277857,16.50942427,13.74707976,34.4,0,,,
4622_1,2024-10-23,10.1,N,4622.1,34.4,14,8.7,9.7,6.1,16,0.00199259916,16.2350984,13.95869435,9.173360295,272676377.5,21.23277857,16.50942427,13.74707976,34.4,0,,,
4624_1,2024-10-23,6.55,N,4624.1,20.1,13.9,10.4,9.4,0.3,14,0.001223096646,13.63763086,13.79084316,10.98352638,403963314,9.173109889,14.31383351,13.72619977,15.2,0.05568096773,4,,2.5
4624_1,2024-10-23,6.75,N,4624.1,20.1,13.9,10.4,9.4,0.3,14,0.001223096646,13.63763086,13.79084316,10.98352638,403963314,9.173109889,14.31383351,13.72619977,15.2,0.05568096773,4,,2.5
4630_1,2024-10-23,7.4,N,4630.1,13.4,13.7,13,9.9,9.3,13.4,0.0003851656363,8.037894574,13.63165227,,242599244.9,1.646251081,,13.63165227,13.4,0,,,
4630_1,2024-10-23,7.25,N,4630.1,13.4,13.7,13,9.9,9.3,13.4,0.0003851656363,8.037894574,13.63165227,,242599244.9,1.646251081,,13.63165227,13.4,0,,,
5372_1,2024-10-23,4.53,N,5372.1,10.4,,,,,,,,,,,,,,,,,,
8065_1,2024-10-23,3.97,N,8065.1,10.1,13.7,9.3,9.4,0.2,2,0.001508226791,5.368921268,12.883011,9.384652352,190595336.7,9.339546787,8.21765397,12.76605022,7.3,0.1506927931,,,
435_1,2024-10-22,3.72,Y,435.1,3.4,13.3,12.5,10.3,10.2,4,0.0007375689773,2.491316114,13.2019256,,114127892.1,0.3316812426,,13.2019256,3.4,0,,,
1674_1,2024-10-22,3.25,N,1674.1,14,11.1,10.8,10.5,9,14,0.00009982375996,8.127644526,11.03282859,,299162418.6,0.8392591673,,11.03282859,14,0,18,,8.4
1674_1,2024-10-22,3.42,N,1674.1,14,11.1,10.8,10.5,9,14,0.00009982375996,8.127644526,11.03282859,,299162418.6,0.8392591673,,11.03282859,14,0,18,,8.4
3536_1,2024-10-22,3.94,N,3536.1,4.3,9.8,9.1,11.1,10.8,4.3,0.0003236750763,2.049657395,9.559683561,,92975258.77,0.5219796779,,9.559683561,4.3,0,,,
3536_1,2024-10-22,3.86,N,3536.1,4.3,9.8,9.1,11.1,10.8,4.3,0.0003236750763,2.049657395,9.559683561,,92975258.77,0.5219796779,,9.559683561,4.3,0,,,
3566_1,2024-10-22,2.71,N,3566.1,17.7,9.2,8.4,10.5,9.4,17.7,0.0001484567689,7.434870379,9.003799166,,191037700,2.385885422,,9.003799166,17.7,0,,,
3566_1,2024-10-22,2.75,N,3566.1,17.7,9.2,8.4,10.5,9.4,17.7,0.0001484567689,7.434870379,9.003799166,,191037700,2.385885422,,9.003799166,17.7,0,,,
3814_1,2024-10-22,7.65,N,3814.1,8.5,14.7,13.2,9.8,9,8.5,0.001220141814,2.541496062,14.61160051,13.29831859,336762591.2,10.15970595,2.451566286,13.81582056,8.5,0,10,,3.6
3814_1,2024-10-22,7.49,N,3814.1,8.5,14.7,13.2,9.8,9,8.5,0.001220141814,2.541496062,14.61160051,13.29831859,336762591.2,10.15970595,2.451566286,13.81582056,8.5,0,10,,3.6
3836_1,2024-10-22,4.15,N,3836.1,11.6,13.3,11.9,11.2,8.1,12,0.0003632877454,5.459043194,13.15347477,12.55050752,47944729.82,0.8183434929,4.474754776,12.85904089,11.6,0,16,15,7.8
4452_1,2024-10-22,7.92,N,4452.1,11.9,12.4,11.8,10.5,10.2,12,0.0002311086074,5.975218789,12.26309676,,267691047.8,2.91370814,,12.26309676,11.9,0,,,
4458_1,2024-10-22,3.3,N,4458.1,10.1,13.1,10.9,10.4,8.2,1,0.001192490559,2.463143688,12.99768222,11.30500087,167194143.9,6.887003664,1.734272219,12.07356192,10.1,0,8,,5.8
4458_1,2024-10-22,3.1,N,4458.1,10.1,13.1,10.9,10.4,8.2,1,0.001192490559,2.463143688,12.99768222,11.30500087,167194143.9,6.887003664,1.734272219,12.07356192,10.1,0,8,,5.8
5186_1,2024-10-22,7.15,N,5186.1,23.2,14.2,11.2,9.4,0,13,0.001155472196,10.538693,13.72977288,11.41120729,480389630.2,33.35307184,13.51872898,13.54072336,13.7,0.1670231735,,,
5448_1,2024-10-22,4.46,N,5448.1,26.8,14.4,9.4,9.5,0.1,14,0.001592314427,12.12425504,13.71069466,10.21560482,548575774.2,61.67162036,14.32454123,13.35149545,14.4,0.2232365145,14,,7.1
5448_1,2024-10-22,4.5,N,5448.1,26.8,14.4,9.4,9.5,0.1,14,0.001592314427,12.12425504,13.71069466,10.21560482,548575774.2,61.67162036,14.32454123,13.35149545,14.4,0.2232365145,14,,7.1
9655_1,2024-10-22,4.05,N,9655.1,6.4,12.4,10.9,9.3,7.5,6.4,0.001000751935,2.001983761,12.30361443,11.22854469,144051533.6,2.536921944,1.629632791,11.77231944,6.4,0,10,,4.7
9655_1,2024-10-22,3.85,N,9655.1,6.4,12.4,10.9,9.3,7.5,6.4,0.001000751935,2.001983761,12.30361443,11.22854469,144051533.6,2.536921944,1.629632791,11.77231944,6.4,0,10,,4.7
4378_1,2024-10-21,3.52,N,4378.1,7.3,12.3,11.5,11.3,9,,,,,,,,,,7.3,0,,,
5040_1,2024-10-21,5.7,N,5040.1,12.5,13.9,9.3,8.9,0.5,10,0.002727367544,8.806025463,13.43619217,9.530419298,350555131.1,8.138271619,10.46197118,13.38020456,10.7,0.0742624607,8,62,2.8
5236_1,2024-10-21,3.2,N,5236.1,30.5,14.7,9.6,9.8,0.1,16,0.001495040265,12.49405019,13.76521573,10.28255535,422187502.8,26.0975972,16.42764073,13.66814565,15.8,0.06236600559,16.66666667,,11
5236_1,2024-10-21,3.29,N,5236.1,30.5,14.7,9.6,9.8,0.1,16,0.001495040265,12.49405019,13.76521573,10.28255535,422187502.8,26.0975972,16.42764073,13.66814565,15.8,0.06236600559,16.66666667,,11
5236_2,2024-10-21,3.12,N,5236.1,30.5,14.7,9.6,9.8,0.1,16,0.001495040265,12.49405019,13.76521573,10.28255535,422187502.8,26.0975972,16.42764073,13.66814565,15.8,0.06236600559,16.66666667,,11
5236_2,2024-10-21,3.08,N,5236.1,30.5,14.7,9.6,9.8,0.1,16,0.001495040265,12.49405019,13.76521573,10.28255535,422187502.8,26.0975972,16.42764073,13.66814565,15.8,0.06236600559,16.66666667,,11
5654_1,2024-10-21,10.7,N,5654.1,32.3,14.4,4.4,12.6,0.4,9,0.002623573824,10.4486414,14.21080885,5.670148854,588279075,277.9385563,10.17774615,10.94299987,25.5,0.1172983505,,,
5666_2,2024-10-21,6.85,N,5666.1,11.3,13.1,9.6,9.5,0.5,10,0.001879729546,8.08668275,12.77128666,9.900719516,180812889.7,2.288776505,10.39286449,12.76444403,10.7,0.00614584132,,,
5712_1,2024-10-21,5.15,N,5712.1,12.5,,,,,,,,,,,,,,,,,,
5812_1,2024-10-21,5,N,5812.1,22.3,13,5.9,9.2,0.4,7,0.001696788309,8.488070292,12.82142163,7.008635863,455805789.4,106.5493873,8.071872378,10.82076372,17,0.1735337149,,,
8567_1,2024-10-21,2.95,N,8567.1,3.3,,,,,,,,,,,,,,,,11,,4
8567_1,2024-10-21,3.05,Y,8567.1,3.3,,,,,,,,,,,,,,,,11,,4
3816_1,2024-10-20,5.3,Y,3816.1,5.5,,,,,,,,,,,,,,,,,,
5272_1,2024-10-20,4.65,N,5272.1,18.2,13.7,10,10.5,0,13,0.001828648984,12.74145743,13.46085016,10.42038897,497800866.1,19.33454076,13.62626458,13.30140308,13.7,0.2065391111,,,
5272_2,2024-10-20,5.4,N,5272.2,32.3,14.2,6.3,10.7,0,12,0.002307956857,12.37577831,13.67577653,7.678684804,458089856.2,84.01207135,12.59260393,12.91408526,25.1,0.03563413903,,,
5394_1,2024-10-20,3.15,N,5394.1,5.8,,,,,,,,,,,,,,,,,,
5394_1,2024-10-20,3.1,N,5394.1,5.8,,,,,,,,,,,,,,,,,,
3504_1,2024-10-19,3.3,N,3504.1,13.1,10.1,9.4,10.7,9.9,13.1,0.0002526939819,4.268054727,9.934202378,,124046948.1,0.9634867227,,9.934202378,13.1,0,,,
3504_1,2024-10-19,3.5,N,3504.1,13.1,10.1,9.4,10.7,9.9,13.1,0.0002526939819,4.268054727,9.934202378,,124046948.1,0.9634867227,,9.934202378,13.1,0,,,
3734_1,2024-10-19,5,N,3734.1,20.4,13.8,9.2,9.1,0.1,11,0.001510069833,11.83473908,13.68259961,9.64500688,417901331.3,36.27185636,11.9690494,13.23870825,11.8,0.2172002805,,,
3734_1,2024-10-19,4.8,N,3734.1,20.4,13.8,9.2,9.1,0.1,11,0.001510069833,11.83473908,13.68259961,9.64500688,417901331.3,36.27185636,11.9690494,13.23870825,11.8,0.2172002805,,,
5206_1,2024-10-19,3.85,N,5206.1,7,,,,,,,,,,,,,,,,,,
103_1,2024-10-18,8.56,N,103.1,32.3,13.9,4.9,9.6,0.1,8,0.003398618681,8.45681272,13.6244891,5.992124206,420272525.3,137.272232,8.491090941,11.21640109,26.5,0.03111074239,,,
103_1,2024-10-18,8.25,N,103.1,32.3,13.9,4.9,9.6,0.1,8,0.003398618681,8.45681272,13.6244891,5.992124206,420272525.3,137.272232,8.491090941,11.21640109,26.5,0.03111074239,,,
3524_1,2024-10-18,3.79,N,3524.1,15.2,8.9,8.5,9.4,9,15.2,0.0001348885483,6.435665163,8.768901606,,232715551.4,1.89854838,,8.768901606,15.2,0,,,
3524_1,2024-10-18,3.82,N,3524.1,15.2,8.9,8.5,9.4,9,15.2,0.0001348885483,6.435665163,8.768901606,,232715551.4,1.89854838,,8.768901606,15.2,0,,,
3562_1,2024-10-18,4.13,N,3562.1,15.8,10,9.7,10.4,10.2,15.8,0.0001671422708,9.453007281,9.943896317,,284153706.9,0.815084011,,9.943896317,15.8,0,,,
3562_1,2024-10-18,4,N,3562.1,15.8,10,9.7,10.4,10.2,15.8,0.0001671422708,9.453007281,9.943896317,,284153706.9,0.815084011,,9.943896317,15.8,0,,,
3562_2,2024-10-18,4.12,N,3562.1,15.85,10,9.7,10.4,10.2,15.8,0.0001671422708,9.453007281,9.943896317,,284153706.9,0.815084011,,9.943896317,15.8,0,,,
3562_2,2024-10-18,4.01,N,3562.1,15.85,10,9.7,10.4,10.2,15.8,0.0001671422708,9.453007281,9.943896317,,284153706.9,0.815084011,,9.943896317,15.8,0,,,
3750_1,2024-10-18,3,N,3750.1,13.4,,,,,,,,,,,,,,,,,,
5182_1,2024-10-18,4.6,N,5182.1,24.4,12.7,5.7,8.9,0.4,,,,,,,,,,12,0.1796895606,8,25,3.7
5254_1,2024-10-18,2,N,5254.1,7.9,,,,,,,,,,,,,,,,,,
5254_1,2024-10-18,2.05,N,5254.1,7.9,,,,,,,,,,,,,,,,,,
5814_1,2024-10-18,6.8,N,5814.1,33.8,14,6.3,8.6,1.7,,,,,,,,,,35.7,0,5,15,2.1
5814_1,2024-10-18,6.7,N,5814.1,33.8,14,6.3,8.6,1.7,,,,,,,,,,35.7,0,5,15,2.1
9961_1,2024-10-18,2.71,N,9961.1,12.2,13.3,12.7,8.8,8.3,14.9,0.0001271799606,6.937117311,13.12819751,,313384345.9,2.852297995,,13.12819751,14.9,0,23,23,12.5
9961_1,2024-10-18,2.8,N,9961.1,12.2,13.3,12.7,8.8,8.3,14.9,0.0001271799606,6.937117311,13.12819751,,313384345.9,2.852297995,,13.12819751,14.9,0,23,23,12.5
9961_2,2024-10-18,2.75,N,9961.1,12.2,13.3,12.7,8.8,8.3,14.9,0.0001271799606,6.937117311,13.12819751,,313384345.9,2.852297995,,13.12819751,14.9,0,23,23,12.5
9961_2,2024-10-18,2.91,N,9961.1,12.2,13.3,12.7,8.8,8.3,14.9,0.0001271799606,6.937117311,13.12819751,,313384345.9,2.852297995,,13.12819751,14.9,0,23,23,12.5
98_1,2024-10-17,5.71,N,98.1,16.5,14,6.1,9.1,0.1,8,0.003496618537,8.020099825,13.64607943,6.844692727,360699456.2,51.69600067,8.496370748,12.39267449,9.3,0.3062460984,9,130,3.2
3528_1,2024-10-17,4.31,N,3528.1,15.5,10.7,7.5,8.6,0.1,10,0.001498593301,10.52617974,10.62452493,8.147637759,291143025.2,5.887473497,10.51842757,10.494943,10.8,0.1849244912,,,
3528_1,2024-10-17,4.41,N,3528.1,15.5,10.7,7.5,8.6,0.1,10,0.001498593301,10.52617974,10.62452493,8.147637759,291143025.2,5.887473497,10.51842757,10.494943,10.8,0.1849244912,,,
3528_2,2024-10-17,4.24,N,3528.1,15.5,10.7,7.5,8.6,0.1,10,0.001498593301,10.52617974,10.62452493,8.147637759,291143025.2,5.887473497,10.51842757,10.494943,10.8,0.1849244912,,,
3528_2,2024-10-17,4.21,N,3528.1,15.5,10.7,7.5,8.6,0.1,10,0.001498593301,10.52617974,10.62452493,8.147637759,291143025.2,5.887473497,10.51842757,10.494943,10.8,0.1849244912,,,
3534_1,2024-10-17,3.84,N,3534.1,7,8.3,7.7,10.6,10.5,7.1,0.000231138125,3.974597929,8.25283593,,80163643.91,0.1574947668,,8.25283593,7.1,0,,,
3534_1,2024-10-17,3.81,N,3534.1,7,8.3,7.7,10.6,10.5,7.1,0.000231138125,3.974597929,8.25283593,,80163643.91,0.1574947668,,8.25283593,7.1,0,,,
3534_2,2024-10-17,3.04,Y,3534.1,7,8.3,7.7,10.6,10.5,7.1,0.000231138125,3.974597929,8.25283593,,80163643.91,0.1574947668,,8.25283593,7.1,0,,,
5240_1,2024-10-17,5.35,N,5240.1,18.9,,,,,,,,,,,,,,,,,,
5254_3,2024-10-17,3.65,N,5254.1,7.9,,,,,,,,,,,,,,,,,,
5254_3,2024-10-17,3.65,N,5254.1,7.9,,,,,,,,,,,,,,,,,,
5265_1,2024-10-17,4.42,N,5265.1,11,12.1,6,8.5,0.2,5,0.002375182532,5.800859942,11.98500319,6.65127415,233954892.1,17.96691917,5.640190605,10.92483951,5.7,0.4251444082,13.5,,5.6
5408_1,2024-10-17,1.97,N,5408.1,12.5,13.5,12.7,8.1,7.4,12.5,0.0002579823311,6.417689228,13.27232636,,272374298.4,2.973406231,,13.27232636,12.5,0,,61,18.5
5416_1,2024-10-17,1.3,N,5416.1,11.3,13.2,13.1,9.8,9.4,,,,,,,,,,11.3,0,,44,19
5664_1,2024-10-17,6.4,Y,5664.1,6.7,13.2,13,9.2,8.9,6.7,0.0002507258945,5.5,13.18823183,,215262016.1,0.2007993222,,13.18823183,6.7,0,9,,3.4
3196_1,2024-10-16,6.8,N,3196.1,12.2,13.6,10.6,9.1,0.2,10,0.002285486558,9.906741875,13.47709154,10.88230388,247713162.7,2.218592461,10.55968914,13.44914813,10.8,0.04615953001,,,
5040_1,2024-10-16,5.1,N,5040.1,12.5,14.3,9.1,8.5,0.6,9,0.003201258623,9.330033127,14.12583591,9.303564299,367135425,7.84373595,9.669686414,14.014282,9.8,0.1236183035,,,
5040_1,2024-10-16,5.1,N,5040.1,12.5,14.3,9.1,8.5,0.6,9,0.003201258623,9.330033127,14.12583591,9.303564299,367135425,7.84373595,9.669686414,14.014282,9.8,0.1236183035,,,
1820_1,2024-10-13,3.05,N,1820.1,4.6,11.9,11.5,10,9.5,,,,,,,,,,4.6,0,,,
1820_1,2024-10-13,3.12,N,1820.1,4.6,11.9,11.5,10,9.5,,,,,,,,,,4.6,0,,,
3158_1,2024-10-13,7.9,N,3158.1,21,,,,,,,,,,,,,,,,,,
3158_1,2024-10-13,7.88,N,3158.1,21,,,,,,,,,,,,,,,,,,
